,Ort,Stärke:
5941,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5942,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5943,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5944,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5945,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5946,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5947,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5948,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5949,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5950,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5951,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5952,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5953,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5954,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5955,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5956,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5957,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5958,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5959,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5960,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5961,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5962,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5963,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5964,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5965,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5966,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5967,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5968,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5969,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5970,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5971,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5972,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5973,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5974,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5975,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5976,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5977,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5978,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5979,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5980,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5981,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5982,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5983,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5984,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5985,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5986,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5987,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5988,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5989,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5990,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5991,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5992,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5993,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5994,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5995,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5996,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5997,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5998,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
5999,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6000,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6001,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6002,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6003,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6004,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6005,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6006,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6007,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6008,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6009,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6010,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6011,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6012,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6013,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6014,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6015,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6016,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6017,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6018,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6019,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6020,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6021,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6022,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6023,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6024,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6025,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6026,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6027,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6028,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6029,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6030,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6031,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6032,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6033,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6034,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6035,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6036,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6037,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6038,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6039,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6040,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6041,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6042,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6043,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6044,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6045,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6046,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6047,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6048,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6049,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6050,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6051,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6052,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6053,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6054,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6055,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6056,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6057,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6058,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6059,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6060,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6061,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6062,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6063,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6064,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6065,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6066,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6067,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6068,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6069,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6070,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6071,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6072,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6073,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6074,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6075,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6076,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6077,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6078,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6079,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6080,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6081,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6082,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6083,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6084,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6085,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6086,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6087,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6088,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6089,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6090,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6091,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6092,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6093,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6094,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6095,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6096,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6097,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6098,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6099,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6100,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6101,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6102,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6103,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6104,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6105,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6106,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6107,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6108,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6109,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6110,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6111,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6112,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6113,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6114,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6115,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6116,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6117,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6118,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6119,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6120,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6121,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6122,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6123,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6124,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6125,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6126,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6127,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6128,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6129,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6130,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6131,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6132,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6133,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6134,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6135,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6136,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6137,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6138,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6139,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6140,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6141,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6142,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6143,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6144,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6145,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6146,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6147,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6148,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6149,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6150,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6151,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6152,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6153,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6154,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6155,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6156,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6157,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6158,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6159,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6160,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6161,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6162,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6163,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6164,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6165,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6166,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6167,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6168,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6169,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6170,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6171,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6172,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6173,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6174,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6175,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6176,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6177,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6178,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6179,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6180,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6181,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6182,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6183,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6184,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6185,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6186,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6187,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6188,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6189,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6190,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6191,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6192,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6193,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6194,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6195,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6196,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6197,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6198,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6199,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6200,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6201,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6202,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6203,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6204,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6205,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6206,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6207,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6208,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6209,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6210,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6211,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6212,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6213,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6214,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6215,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6216,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6217,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6218,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6219,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6220,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6221,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6222,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6223,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6224,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6225,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6226,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6227,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6228,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6229,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6230,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6231,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6232,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6233,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6234,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6235,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6236,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6237,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6238,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6239,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6240,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6241,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6242,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6243,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6244,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6245,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6246,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6247,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6248,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6249,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6250,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6251,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6252,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6253,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6254,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6255,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6256,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6257,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6258,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6259,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6260,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6261,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6262,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6263,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6264,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6265,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6266,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6267,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6268,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6269,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6270,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6271,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6272,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6273,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6274,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6275,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6276,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6277,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6278,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6279,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6280,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6281,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6282,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6283,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6284,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6285,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6286,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6287,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6288,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6289,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6290,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6291,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6292,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6293,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6294,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6295,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6296,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6297,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
6298,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
